sequence,label
"[0.37683734820428333, 0.37683734820428333, 0.3768373482042834, 0.37683734820428333]",1
"[0.4285595453222425, 0.42855954532224244, 0.4285595453222425, 0.42855954532224244]",1
"[0.5974510701993652, 0.5974510701993652, 0.5974510701993652, 0.5974510701993653]",1
"[0.3292066018153135, 0.3292066018153135, 0.3292066018153135, 0.3292066018153135]",0
"[0.9478108684614744, 0.9478108684614744, 0.9478108684614744, 0.9478108684614744]",1
"[0.23562374851268814, 0.23562374851268814, 0.23562374851268814, 0.23562374851268814]",0
"[0.5832608103578159, 0.5832608103578159, 0.5832608103578159, 0.583260810357816]",1
"[0.16179021838174915, 0.16179021838174915, 0.16179021838174915, 0.16179021838174912]",0
"[0.38779334891828077, 0.3877933489182807, 0.38779334891828077, 0.38779334891828077]",1
"[0.5374434916519757, 0.5374434916519756, 0.5374434916519756, 0.5374434916519757]",1
"[0.24737861057333085, 0.24737861057333085, 0.24737861057333085, 0.24737861057333083]",0
"[0.594247438110357, 0.594247438110357, 0.594247438110357, 0.5942474381103571]",1
"[0.5387769008097671, 0.5387769008097671, 0.5387769008097671, 0.5387769008097673]",1
"[0.5376238914875984, 0.5376238914875984, 0.5376238914875984, 0.5376238914875984]",1
"[0.797642697512602, 0.797642697512602, 0.797642697512602, 0.7976426975126021]",0
"[0.3961220760132396, 0.3961220760132396, 0.3961220760132396, 0.3961220760132396]",1
"[0.7573630251385854, 0.7573630251385854, 0.7573630251385854, 0.7573630251385856]",0
"[0.11049789623676294, 0.11049789623676294, 0.11049789623676293, 0.11049789623676294]",0
"[0.08986886803196498, 0.08986886803196498, 0.08986886803196498, 0.08986886803196498]",0
"[0.31461585141485954, 0.3146158514148595, 0.31461585141485954, 0.31461585141485954]",0
"[0.5668721285323977, 0.5668721285323975, 0.5668721285323975, 0.5668721285323977]",1
"[0.6505582819386286, 0.6505582819386286, 0.6505582819386286, 0.6505582819386287]",1
"[0.1382266959302294, 0.1382266959302294, 0.1382266959302294, 0.1382266959302294]",0
"[0.324799743756214, 0.324799743756214, 0.324799743756214, 0.324799743756214]",0
"[0.20393704367357218, 0.20393704367357218, 0.2039370436735722, 0.20393704367357218]",0
"[0.5175183005692243, 0.5175183005692243, 0.5175183005692243, 0.5175183005692243]",1
"[0.7278868030503068, 0.7278868030503068, 0.7278868030503067, 0.7278868030503068]",1
"[0.2097794984796855, 0.2097794984796855, 0.2097794984796855, 0.20977949847968547]",0
"[0.5377680359267588, 0.5377680359267588, 0.5377680359267588, 0.5377680359267588]",1
"[0.2427276864481275, 0.2427276864481275, 0.2427276864481275, 0.2427276864481275]",0
"[0.8755798853306134, 0.8755798853306134, 0.8755798853306133, 0.8755798853306134]",1
"[0.2179633501799101, 0.2179633501799101, 0.2179633501799101, 0.2179633501799101]",0
"[0.05397324790314429, 0.05397324790314429, 0.05397324790314429, 0.05397324790314429]",0
"[0.9421953753610371, 0.9421953753610371, 0.9421953753610371, 0.9421953753610373]",1
"[0.11596434749569504, 0.11596434749569504, 0.11596434749569502, 0.11596434749569504]",0
"[0.9677611313204083, 0.9677611313204083, 0.9677611313204083, 0.9677611313204084]",1
"[0.481131697581458, 0.481131697581458, 0.481131697581458, 0.481131697581458]",1
"[0.14957902075636065, 0.14957902075636068, 0.14957902075636068, 0.14957902075636065]",0
"[0.24828075594255916, 0.24828075594255916, 0.24828075594255916, 0.24828075594255916]",0
"[0.11657630350211048, 0.11657630350211048, 0.11657630350211048, 0.11657630350211048]",0
"[0.968516427714853, 0.968516427714853, 0.968516427714853, 0.968516427714853]",1
"[0.2901608555454895, 0.2901608555454894, 0.2901608555454895, 0.2901608555454895]",0
"[0.09553991375601376, 0.09553991375601376, 0.09553991375601374, 0.09553991375601376]",0
"[0.6171845316350993, 0.6171845316350993, 0.6171845316350993, 0.6171845316350993]",1
"[0.13775727626071196, 0.13775727626071196, 0.13775727626071196, 0.13775727626071196]",0
"[0.5766681758462747, 0.5766681758462747, 0.5766681758462747, 0.5766681758462748]",1
"[0.24802777221845454, 0.24802777221845454, 0.24802777221845454, 0.24802777221845454]",0
"[0.07897806855515374, 0.07897806855515374, 0.07897806855515373, 0.07897806855515374]",0
"[0.9821532079958938, 0.9821532079958937, 0.9821532079958937, 0.9821532079958938]",1
"[0.2578816381182221, 0.25788163811822207, 0.2578816381182221, 0.2578816381182221]",0
"[0.743184168203988, 0.743184168203988, 0.743184168203988, 0.743184168203988]",1
"[0.04782737343833169, 0.04782737343833168, 0.04782737343833169, 0.04782737343833169]",0
"[0.19367267312353836, 0.19367267312353836, 0.19367267312353836, 0.19367267312353834]",0
"[0.28778130277042396, 0.2877813027704239, 0.28778130277042396, 0.2877813027704239]",0
"[0.1515994550580006, 0.1515994550580006, 0.1515994550580006, 0.15159945505800057]",0
"[0.3061211243090825, 0.3061211243090825, 0.3061211243090825, 0.3061211243090825]",0
"[0.829428885405317, 0.829428885405317, 0.829428885405317, 0.8294288854053171]",0
"[0.16647184264105358, 0.16647184264105358, 0.1664718426410536, 0.16647184264105358]",0
"[0.45234527826820836, 0.4523452782682083, 0.45234527826820836, 0.4523452782682083]",1
"[0.9801018542734805, 0.9801018542734805, 0.9801018542734805, 0.9801018542734806]",1
"[0.43263111405962346, 0.4326311140596234, 0.43263111405962346, 0.43263111405962346]",1
"[0.18744149614325908, 0.1874414961432591, 0.1874414961432591, 0.18744149614325908]",0
"[0.15253741725034686, 0.15253741725034686, 0.1525374172503469, 0.15253741725034686]",0
"[0.6220459709655675, 0.6220459709655675, 0.6220459709655674, 0.6220459709655675]",1
"[0.9586758652065293, 0.9586758652065293, 0.9586758652065293, 0.9586758652065293]",1
"[0.05599719079153863, 0.05599719079153863, 0.055997190791538635, 0.055997190791538635]",0
"[0.2757544521407569, 0.2757544521407569, 0.2757544521407569, 0.2757544521407569]",0
"[0.40192520540948057, 0.4019252054094805, 0.40192520540948057, 0.40192520540948057]",1
"[0.9493937527566162, 0.9493937527566162, 0.9493937527566161, 0.9493937527566162]",1
"[0.9307531429993241, 0.9307531429993241, 0.9307531429993241, 0.9307531429993242]",1
"[0.6027820022949081, 0.6027820022949081, 0.6027820022949081, 0.6027820022949081]",1
"[0.4248462179115985, 0.4248462179115985, 0.4248462179115985, 0.4248462179115985]",1
"[0.14763277844546507, 0.14763277844546507, 0.1476327784454651, 0.14763277844546507]",0
"[0.6244567355436358, 0.6244567355436357, 0.6244567355436357, 0.6244567355436358]",1
"[0.7403794185716221, 0.7403794185716221, 0.740379418571622, 0.7403794185716221]",1
"[0.9037254758922811, 0.903725475892281, 0.903725475892281, 0.9037254758922811]",1
"[0.7821278730757046, 0.7821278730757045, 0.7821278730757045, 0.7821278730757046]",0
"[0.193455944795896, 0.193455944795896, 0.193455944795896, 0.19345594479589598]",0
"[0.42217903411822855, 0.4221790341182285, 0.42217903411822855, 0.42217903411822855]",1
"[0.8032516120128748, 0.8032516120128746, 0.8032516120128746, 0.8032516120128748]",0
"[0.17714452497463218, 0.17714452497463218, 0.17714452497463218, 0.17714452497463218]",0
"[0.540649828276607, 0.540649828276607, 0.540649828276607, 0.540649828276607]",1
"[0.9350708244784156, 0.9350708244784156, 0.9350708244784156, 0.9350708244784157]",1
"[0.595219828310231, 0.5952198283102309, 0.5952198283102309, 0.595219828310231]",1
"[0.08648432443843242, 0.08648432443843242, 0.0864843244384324, 0.08648432443843242]",0
"[0.14770492376060268, 0.14770492376060268, 0.1477049237606027, 0.14770492376060268]",0
"[0.3541000979334278, 0.3541000979334277, 0.3541000979334278, 0.3541000979334277]",0
"[0.36540995424071915, 0.36540995424071915, 0.36540995424071915, 0.36540995424071915]",0
"[0.3424578761267132, 0.34245787612671313, 0.3424578761267132, 0.3424578761267132]",0
"[0.9520918559707594, 0.9520918559707594, 0.9520918559707594, 0.9520918559707594]",1
"[0.7353766124331742, 0.7353766124331742, 0.7353766124331741, 0.7353766124331742]",1
"[0.5573993828688281, 0.5573993828688281, 0.5573993828688281, 0.5573993828688282]",1
"[0.37593688403287484, 0.37593688403287484, 0.37593688403287484, 0.37593688403287484]",1
"[0.19960993286757817, 0.1996099328675782, 0.1996099328675782, 0.19960993286757817]",0
"[0.09088036435503916, 0.09088036435503916, 0.09088036435503914, 0.09088036435503916]",0
"[0.997841415094905, 0.997841415094905, 0.997841415094905, 0.9978414150949051]",1
"[0.574255218401485, 0.5742552184014849, 0.5742552184014849, 0.574255218401485]",1
"[0.42416109325224205, 0.42416109325224205, 0.4241610932522421, 0.42416109325224205]",1
"[0.9432396184938192, 0.9432396184938192, 0.9432396184938192, 0.9432396184938192]",1
"[0.9522718903285952, 0.9522718903285952, 0.9522718903285952, 0.9522718903285953]",1
"[0.40228520102959475, 0.40228520102959475, 0.40228520102959475, 0.40228520102959475]",1
"[0.1595069324557578, 0.1595069324557578, 0.1595069324557578, 0.1595069324557578]",0
"[0.34699023925784034, 0.3469902392578403, 0.34699023925784034, 0.34699023925784034]",0
"[0.9461185601169294, 0.9461185601169294, 0.9461185601169294, 0.9461185601169295]",1
"[0.4529942206266599, 0.45299422062665984, 0.4529942206266599, 0.4529942206266599]",1
"[0.7030142853571617, 0.7030142853571617, 0.7030142853571616, 0.7030142853571617]",1
"[0.8744639354560381, 0.874463935456038, 0.874463935456038, 0.8744639354560381]",0
"[0.21475430901965553, 0.21475430901965553, 0.21475430901965553, 0.21475430901965553]",0
"[0.008633462473691083, 0.008633462473691083, 0.008633462473691081, 0.008633462473691081]",0
"[0.9865420114523195, 0.9865420114523195, 0.9865420114523195, 0.9865420114523196]",1
"[0.26841251507047653, 0.26841251507047653, 0.26841251507047653, 0.26841251507047653]",0
"[0.31966434227667223, 0.3196643422766722, 0.31966434227667223, 0.31966434227667223]",0
"[0.5465566802687752, 0.5465566802687752, 0.5465566802687752, 0.5465566802687754]",1
"[0.8029631769434391, 0.802963176943439, 0.802963176943439, 0.8029631769434391]",0
"[0.23374760484132343, 0.23374760484132343, 0.23374760484132343, 0.2337476048413234]",0
"[0.5842696021452669, 0.5842696021452668, 0.5842696021452668, 0.5842696021452669]",1
"[0.6579410794254864, 0.6579410794254864, 0.6579410794254864, 0.6579410794254865]",1
"[0.6563200392493904, 0.6563200392493904, 0.6563200392493904, 0.6563200392493905]",1
"[0.48246379101921666, 0.4824637910192166, 0.48246379101921666, 0.48246379101921666]",1
"[0.15293447231805454, 0.15293447231805454, 0.15293447231805457, 0.15293447231805454]",0
"[0.5800910215118763, 0.5800910215118763, 0.5800910215118763, 0.5800910215118764]",1
"[0.4622188799684695, 0.46221887996846944, 0.4622188799684695, 0.46221887996846944]",1
"[0.43753290213776724, 0.43753290213776724, 0.4375329021377673, 0.43753290213776724]",1
"[0.830540961215351, 0.830540961215351, 0.8305409612153509, 0.830540961215351]",0
"[0.42726136822310984, 0.42726136822310984, 0.42726136822310984, 0.42726136822310984]",1
"[0.18217678862270573, 0.18217678862270573, 0.18217678862270573, 0.1821767886227057]",0
"[0.8274506272402874, 0.8274506272402874, 0.8274506272402874, 0.8274506272402875]",0
"[0.5502666452837796, 0.5502666452837796, 0.5502666452837796, 0.5502666452837797]",1
"[0.7269865581655705, 0.7269865581655705, 0.7269865581655705, 0.7269865581655706]",1
"[0.5988559668122778, 0.5988559668122778, 0.5988559668122778, 0.5988559668122779]",1
"[0.47371015944918693, 0.47371015944918693, 0.47371015944918693, 0.47371015944918693]",1
"[0.8208109922853486, 0.8208109922853486, 0.8208109922853486, 0.8208109922853487]",0
"[0.5699329319022782, 0.5699329319022782, 0.5699329319022782, 0.5699329319022782]",1
"[0.25669193482624675, 0.2566919348262467, 0.25669193482624675, 0.2566919348262467]",0
"[0.49312806736369613, 0.49312806736369613, 0.49312806736369613, 0.49312806736369613]",1
"[0.8414946228715121, 0.8414946228715121, 0.8414946228715121, 0.8414946228715122]",0
"[0.9047339022019452, 0.9047339022019452, 0.904733902201945, 0.9047339022019452]",1
"[0.3790721717757294, 0.3790721717757293, 0.3790721717757294, 0.3790721717757293]",1
"[0.5778217699329027, 0.5778217699329026, 0.5778217699329026, 0.5778217699329027]",1
"[0.07952036449538262, 0.07952036449538263, 0.07952036449538262, 0.07952036449538262]",0
"[0.5763074492705867, 0.5763074492705867, 0.5763074492705866, 0.5763074492705867]",1
"[0.6285264768920821, 0.6285264768920821, 0.6285264768920821, 0.6285264768920822]",1
"[0.43616352996574304, 0.436163529965743, 0.43616352996574304, 0.436163529965743]",1
"[0.7826319400394218, 0.7826319400394218, 0.7826319400394218, 0.7826319400394219]",0
"[0.800305130094742, 0.800305130094742, 0.800305130094742, 0.8003051300947421]",0
"[0.24005816359692125, 0.24005816359692125, 0.24005816359692128, 0.24005816359692125]",0
"[0.5423425020989389, 0.5423425020989389, 0.5423425020989389, 0.542342502098939]",1
"[0.8129736135271223, 0.8129736135271223, 0.8129736135271223, 0.8129736135271224]",0
"[0.6055193578233663, 0.6055193578233663, 0.6055193578233663, 0.6055193578233664]",1
"[0.5822882008712698, 0.5822882008712698, 0.5822882008712698, 0.5822882008712699]",1
"[0.18387260555400511, 0.18387260555400511, 0.18387260555400511, 0.1838726055540051]",0
"[0.9181933526607733, 0.9181933526607733, 0.9181933526607732, 0.9181933526607733]",1
"[0.38418791055033497, 0.38418791055033497, 0.38418791055033497, 0.38418791055033497]",1
"[0.09655170246131746, 0.09655170246131746, 0.09655170246131746, 0.09655170246131746]",0
"[0.7251498129996355, 0.7251498129996355, 0.7251498129996354, 0.7251498129996355]",1
"[0.05097304075033467, 0.05097304075033466, 0.05097304075033467, 0.05097304075033467]",0
"[0.5429187143777938, 0.5429187143777937, 0.5429187143777937, 0.5429187143777938]",1
"[0.37238268565065497, 0.37238268565065497, 0.37238268565065497, 0.37238268565065497]",0
"[0.13307199722353835, 0.13307199722353835, 0.13307199722353835, 0.13307199722353832]",0
"[0.340033808157201, 0.340033808157201, 0.3400338081572011, 0.340033808157201]",0
"[0.46290261581223563, 0.4629026158122356, 0.46290261581223563, 0.46290261581223563]",1
"[0.15921849738632216, 0.15921849738632216, 0.15921849738632216, 0.15921849738632213]",0
"[0.15592963587740472, 0.15592963587740472, 0.15592963587740472, 0.1559296358774047]",0
"[0.45558874743599054, 0.45558874743599054, 0.4555887474359906, 0.45558874743599054]",1
"[0.7784031427581087, 0.7784031427581087, 0.7784031427581087, 0.7784031427581088]",0
"[0.873536864501742, 0.8735368645017418, 0.8735368645017418, 0.873536864501742]",0
"[0.9853192689684067, 0.9853192689684067, 0.9853192689684067, 0.9853192689684068]",1
"[0.4697473569011928, 0.46974735690119274, 0.4697473569011928, 0.46974735690119274]",1
"[0.9653859642787859, 0.9653859642787858, 0.9653859642787858, 0.9653859642787859]",1
"[0.8499748770569272, 0.8499748770569272, 0.8499748770569272, 0.8499748770569273]",0
"[0.9828370900307747, 0.9828370900307746, 0.9828370900307746, 0.9828370900307747]",1
"[0.6164644672993136, 0.6164644672993136, 0.6164644672993135, 0.6164644672993136]",1
"[0.46592767545455566, 0.46592767545455566, 0.46592767545455566, 0.46592767545455566]",1
"[0.364905521799215, 0.3649055217992149, 0.364905521799215, 0.3649055217992149]",0
"[0.35654967625246675, 0.35654967625246675, 0.3565496762524668, 0.35654967625246675]",0
"[0.001383845092386206, 0.0013838450923862058, 0.0013838450923862058, 0.001383845092386206]",0
"[0.8634382015802967, 0.8634382015802966, 0.8634382015802966, 0.8634382015802967]",0
"[0.6899140995628739, 0.6899140995628739, 0.6899140995628739, 0.689914099562874]",1
"[0.4988222843794355, 0.4988222843794355, 0.49882228437943554, 0.4988222843794355]",1
"[0.7903695433618196, 0.7903695433618196, 0.7903695433618195, 0.7903695433618196]",0
"[0.2314468490771174, 0.2314468490771174, 0.23144684907711743, 0.2314468490771174]",0
"[0.9962219099255141, 0.9962219099255141, 0.9962219099255141, 0.9962219099255142]",1
"[0.6192372010775454, 0.6192372010775454, 0.6192372010775454, 0.6192372010775454]",1
"[0.3283689998232549, 0.3283689998232549, 0.32836899982325496, 0.3283689998232549]",0
"[0.3447936446629059, 0.3447936446629059, 0.34479364466290596, 0.3447936446629059]",0
"[0.5358220859980928, 0.5358220859980928, 0.5358220859980927, 0.5358220859980928]",1
"[0.5720230262701047, 0.5720230262701047, 0.5720230262701047, 0.5720230262701048]",1
"[0.8731446337408215, 0.8731446337408215, 0.8731446337408215, 0.8731446337408216]",0
"[0.5143129872823964, 0.5143129872823963, 0.5143129872823963, 0.5143129872823964]",1
"[0.07124806717072388, 0.07124806717072389, 0.07124806717072388, 0.07124806717072388]",0
"[0.27254394906935464, 0.27254394906935464, 0.2725439490693547, 0.27254394906935464]",0
"[0.9194535200700664, 0.9194535200700664, 0.9194535200700664, 0.9194535200700665]",1
"[0.7645108935040124, 0.7645108935040124, 0.7645108935040124, 0.7645108935040125]",0
"[0.4851654028201143, 0.4851654028201143, 0.48516540282011433, 0.4851654028201143]",1
"[0.2285245617884787, 0.22852456178847871, 0.22852456178847871, 0.2285245617884787]",0
"[0.592733848403615, 0.5927338484036149, 0.5927338484036149, 0.592733848403615]",1
"[0.7229540224558323, 0.7229540224558323, 0.7229540224558323, 0.7229540224558324]",1
"[0.3165532491633117, 0.3165532491633117, 0.3165532491633117, 0.3165532491633117]",0
"[0.6857385158473361, 0.685738515847336, 0.685738515847336, 0.6857385158473361]",1
"[0.05220250802552672, 0.05220250802552672, 0.05220250802552672, 0.05220250802552672]",0
"[0.8205236536492737, 0.8205236536492737, 0.8205236536492737, 0.8205236536492738]",0
"[0.4359109848149827, 0.4359109848149827, 0.4359109848149827, 0.4359109848149827]",1
"[0.04529563571279352, 0.04529563571279352, 0.04529563571279352, 0.04529563571279352]",0
"[0.8989747032356917, 0.8989747032356917, 0.8989747032356917, 0.8989747032356918]",1
